category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0021089	peripheral nervous system cancer	Malignant growth of cells in the peripheral nervous system (PNS)or Autonomic Nervous System (ANS), without specification as to location	malignant neoplasm of PNS; malignant tumour of peripheral nerve; malignant tumor of peripheral nerve; malignant tumour of the peripheral nervous system; malignant neoplasm of peripheral nervous system; malignant peripheral nerve tumour; malignant tumor of the peripheral nerve; malignant tumor of the peripheral nervous system; malignant tumor of PNS; cancer of peripheral nervous system; malignant PNS neoplasm; malignant peripheral nervous system tumor; malignant tumour of the PNS; malignant neoplasm of peripheral nerve; malignant neoplasms, peripheral nerve; malignant tumour of PNS; malignant peripheral nerve neoplasm; malignant tumor of peripheral nervous system; malignant neoplasm of the PNS; malignant tumor of the PNS; malignant tumour of the peripheral nerve; malignant tumour of peripheral nervous system; malignant PNS tumor; malignant peripheral nervous system tumour; malignant PNS tumour; malignant peripheral nerve tumor; peripheral nervous system cancer; malignant neoplasm of the peripheral nerve; peripheral nervous system neoplasms, malignant; malignant peripheral nervous system neoplasm; malignant neoplasm of the peripheral nervous system	mondo:mondo_top_grouping_member; mondo:anatomical_peripheral_nervous_system_cancer_can_also_be_classified_as_a_brain_disorder_or_muscle_disorder_but_sp_is_more_accurate; mondo:is_pathogen_caused_false; mondo:is_glucose_dysfunction_false; mondo:otar; mondo:anatomical_spinal_disorder; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:medical_specialization_member; mondo:txgnn_member; mondo:txgnn_cancer; mondo:tag_qualy_lost_other; mondo:tag_existing_treatment_true; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_qaly_lost_high; mondo:is_pathogen_caused_member; mondo:txgnn_peripheral_nervous_system_cancer; mondo:medical_specialization_neurology; mondo:mondo_top_grouping_nervous_system_disorder; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_oncology; mondo:harrisons_view_nervous_system_disorder; mondo:harrisons_view_member; mondo:anatomical_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:is_cancer_member; mondo:tag_qaly_lost_member; mondo:is_cancer_true	UMLS:C0751428; MEDGEN:155556; SCTID:254986007; NCIT:C4961; ICD9:171.9
MONDO:0004820	peripheral nerve schwannoma	A benign, usually encapsulated slow growing tumor of the peripheral nervous system composed of Schwann cells. It recurs infrequently and only rare cases associated with malignant transformation have been reported.	peripheral nerve schwannoma	mondo:txgnn_member; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_member; mondo:mondo_txgnn_member; mondo:tag_qaly_lost_medium; mondo:harrisons_view_cancer_or_benign_tumor; mondo:medical_specialization_oncology; mondo:harrisons_view_nervous_system_disorder; mondo:rare; mondo:anatomical_muskle_disorder; mondo:medical_specialization_member; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_member; mondo:txgnn_cancer; mondo:gard_rare; mondo:anatomical_spinal_disorder; mondo:anatomical_member; mondo:mondo_top_grouping_nervous_system_disorder; mondo:is_pathogen_caused_false; mondo:is_cancer_member; mondo:tag_existing_treatment_true; mondo:mondo_top_grouping_member; mondo:tag_qualy_lost_other; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:otar; mondo:medical_specialization_neurology; mondo:txgnn_neurological_cancer; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_false; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:is_cancer_true	DOID:956; MEDGEN:274155; UMLS:C1519001; NCIT:C41430
MONDO:0024334	peripheral nerve lesion			mondo:harrisons_view_member; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_orthopaedic; mondo:txgnn_autoimmune_diseases; mondo:anatomical_muscle_disorder; mondo:is_pathogen_caused_member; mondo:is_cancer_member; mondo:tag_qualy_lost_other; mondo:mondo_top_grouping_nervous_system_disorder; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_false; mondo:is_cancer_false; mondo:mondo_top_grouping_member; mondo:anatomical_member; mondo:tag_qaly_lost_high; mondo:gard_rare; mondo:anatomical_nerve_disorder; mondo:txgnn_neurodegenerative_disease; mondo:rare; mondo:mondo_txgnn_other; mondo:is_pathogen_caused_false; mondo:medical_specialization_neurology; mondo:otar; mondo:tag_existing_treatment_member; mondo:txgnn_member; mondo:medical_specialization_member; mondo:harrisons_view_nervous_system_disorder; mondo:tag_existing_treatment_false	MEDGEN:1843468; UMLS:C1963788
MONDO:0016412	peripheral hypothyroidism	Peripheral hypothyroidism is a type of permanent congenital hypothyroidism, a permanent thyroid hormone deficiency that is present from birth, that results from peripheral defects in thyroid hormone metabolism.		mondo:txgnn_metabolic_disorder; mondo:tag_qaly_lost_medium; mondo:mondo_top_grouping_endocrine_system_disorder; mondo:medical_specialization_endocrinology; mondo:tag_existing_treatment_member; mondo:medical_specialization_member; mondo:mondo_top_grouping_member; mondo:anatomical_peripheral_endocrine_disorder_is_a_subset_of_peripheral_disease; mondo:anatomical_endocrine_disorder; mondo:txgnn_member; mondo:medical_specialization_neurology; mondo:tag_existing_treatment_false; mondo:is_pathogen_caused_false; mondo:anatomical_member; mondo:gard_rare; mondo:is_cancer_false; mondo:is_pathogen_caused_member; mondo:mondo_txgnn_member; mondo:is_cancer_member; mondo:harrisons_view_member; mondo:is_glucose_dysfunction_member; mondo:tag_qaly_lost_member; mondo:disease_grouping; mondo:otar; mondo:txgnn_autoimmune_diseases; mondo:tag_qualy_lost_other; mondo:mondo_txgnn_endocrine_system_disorder; mondo:is_glucose_dysfunction_false; mondo:rare; mondo:harrisons_view_endocrine_system_disorder	Orphanet:226310; MEDGEN:1843430; UMLS:C5704669
MONDO:0003327	peripheral ganglioneuroblastoma	A ganglioneuroblastoma arising from the peripheral nervous system.	peripheral ganglioneuroblastoma; peripheral nervous system ganglioneuroblastoma (disease); PNS ganglioneuroblastoma; peripheral nervous system ganglioneuroblastoma; ganglioneuroblastoma (disease) of peripheral nervous system	mondo:anatomical_nervous_system_disorder; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_member; mondo:is_glucose_dysfunction_member; mondo:tag_existing_treatment_false; mondo:is_cancer_true; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:medical_specialization_pediatric; mondo:medical_specialization_member; mondo:txgnn_neuroblastoma; mondo:tag_qualy_lost_other; mondo:is_glucose_dysfunction_false; mondo:rare; mondo:mondo_top_grouping_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:anatomical_member; mondo:gard_rare; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:anatomical_blood_bone_marrow_disorder; mondo:tag_qaly_lost_member; mondo:is_pathogen_caused_member; mondo:medical_specialization_oncology; mondo:is_cancer_member; mondo:mondo_top_grouping_nervous_system_disorder; mondo:txgnn_cancer; mondo:harrisons_view_nervous_system_disorder; mondo:tag_qaly_lost_high; mondo:harrisons_view_member; mondo:txgnn_member; mondo:is_pathogen_caused_false	DOID:5195; UMLS:C1335387; NCIT:C6594; MEDGEN:233850
MONDO:0012174	peripheral cone dystrophy		peripheral cone dystrophy	mondo:harrisons_view_hereditary_disease; mondo:harrisons_view_member; mondo:txgnn_metabolic_disorder; mondo:tag_qualy_lost_other; mondo:medical_specialization_neurology; mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_false; mondo:mondo_top_grouping_member; mondo:mondo_txgnn_other; mondo:txgnn_neurodegenerative_disease; mondo:tag_existing_treatment_member; mondo:medical_specialization_ophthalmology; mondo:txgnn_inflammatory_disease; mondo:anatomical_member; mondo:is_cancer_false; mondo:tag_qaly_lost_member; mondo:medical_specialization_member; mondo:tag_qaly_lost_medium; mondo:unclassified_hereditary; mondo:is_cancer_member; mondo:is_pathogen_caused_false; mondo:mondo_top_grouping_hereditary_disease; mondo:txgnn_member; mondo:is_glucose_dysfunction_false; mondo:anatomical_eye_disorder; mondo:anatomical_other; mondo:matrix_excluded	UMLS:C1836946; MEDGEN:323031; OMIM:609021; MESH:C563813
MONDO:0011726	peripheral arterial occlusive disease 1		peripheral arterial occlusive disease 1; peripheral arterial occlusive disease type 1	mondo:medical_specialization_cardiothoracic; mondo:tag_existing_treatment_member; mondo:txgnn_cardiovascular_disorder; mondo:mondo_top_grouping_member; mondo:is_pathogen_caused_member; mondo:mondo_txgnn_other; mondo:txgnn_metabolic_disorder; mondo:is_glucose_dysfunction_member; mondo:anatomical_member; mondo:anatomical_vascular_disorder; mondo:tag_qaly_lost_medium; mondo:tag_qualy_lost_other; mondo:tag_existing_treatment_true; mondo:harrisons_view_hereditary_disease; mondo:medical_specialization_vascular___note__vascular_is_not_in_the_original_list__but_it_is_a_common_category_for_peripheral_arterial_occlusive_disease_; mondo:harrisons_view_member; mondo:medical_specialization_cardiology; mondo:anatomical_heart_disorder; mondo:is_glucose_dysfunction_false; mondo:unclassified_hereditary; mondo:medical_specialization_member; mondo:is_cancer_false; mondo:txgnn_member; mondo:mondo_top_grouping_hereditary_disease; mondo:is_pathogen_caused_false; mondo:matrix_excluded; mondo:tag_qaly_lost_member; mondo:is_cancer_member	UMLS:C1847493; OMIM:606787; MESH:C564658; MEDGEN:376140
MONDO:0012711	peripapillary atrophy, beta type		peripapillary atrophy, beta type	mondo:mondo_top_grouping_member; mondo:tag_qaly_lost_member; mondo:is_cancer_member; mondo:matrix_excluded; mondo:anatomical_member; mondo:is_glucose_dysfunction_member; mondo:tag_qualy_lost_other; mondo:txgnn_neurodegenerative_disease; mondo:mondo_top_grouping_hereditary_disease; mondo:anatomical_eye_disorder; mondo:harrisons_view_hereditary_disease; mondo:is_glucose_dysfunction_false; mondo:is_cancer_false; mondo:tag_existing_treatment_member; mondo:medical_specialization_ophthalmology; mondo:harrisons_view_member; mondo:tag_qaly_lost_medium; mondo:txgnn_member; mondo:is_pathogen_caused_false; mondo:medical_specialization_neurology; mondo:txgnn_metabolic_disorder; mondo:mondo_txgnn_other; mondo:txgnn_inflammatory_disease; mondo:tag_existing_treatment_false; mondo:txgnn_autoimmune_diseases; mondo:unclassified_hereditary; mondo:medical_specialization_member; mondo:is_pathogen_caused_member	MESH:C566898; OMIM:611650; MEDGEN:409689; UMLS:C1968838
MONDO:0004934	periostitis	Inflammation of the periosteum. The condition is generally chronic, and is marked by tenderness and swelling of the bone and an aching pain. Acute periostitis is due to infection, is characterized by diffuse suppuration, severe pain, and constitutional symptoms, and usually results in necrosis. (Dorland, 27th ed)	inflammation of periosteum; periosteum inflammation; periosteum; periostitis; periostitis (disease)	mondo:medical_specialization_member; mondo:tag_existing_treatment_true; mondo:tag_existing_treatment_member; mondo:anatomical_bone_disorder; mondo:anatomical_upper_gastrointestinal_disorder; mondo:mondo_top_grouping_musculoskeletal_system_disorder; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_member; mondo:is_glucose_dysfunction_false; mondo:mondo_top_grouping_connective_tissue_disorder; mondo:is_cancer_member; mondo:anatomical_joint_disorder; mondo:tag_qaly_lost_member; mondo:is_pathogen_caused_member; mondo:harrisons_view_inflammatory_disease; mondo:txgnn_inflammatory_disease; mondo:harrisons_view_musculoskeletal_system_disorder; mondo:txgnn_autoimmune_diseases; mondo:is_cancer_false; mondo:is_pathogen_caused_true; mondo:tag_qualy_lost_other; mondo:medical_specialization_orthopaedic; mondo:tag_qaly_lost_medium; mondo:anatomical_member; mondo:txgnn_member; mondo:medical_specialization_rheumatology; mondo:mondo_txgnn_other; mondo:mondo_top_grouping_member; mondo:mondo_top_grouping_inflammatory_disease; mondo:harrisons_view_connective_tissue_disorder	HP:0040165; DOID:9957; MESH:D010522; SCTID:41910004; NCIT:C13184; MEDGEN:45816; icd11.foundation:505688542; UMLS:C0031111
MONDO:0002635	periodontal disorder	An inflammatory process of the gingival tissues and/or periodontal membrane of the teeth, resulting in an abnormally deep gingival sulcus, possibly producing periodontal pockets and loss of alveolar bone support.	periodontium disease or disorder; disorder of periodontium; disease or disorder of periodontium; periodontal disease; disease of periodontium; disease of supporting structures of teeth; periodontium disease; periodontal disorder; periodontium disorder	mondo:mondo_txgnn_other; mondo:txgnn_autoimmune_diseases; mondo:tag_qaly_lost_member; mondo:anatomical_member; mondo:txgnn_metabolic_disorder; mondo:txgnn_member; mondo:medical_specialization_oral_medicine; mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_member; mondo:otar; mondo:mondo_top_grouping_member; mondo:medical_specialization_; mondo:is_pathogen_caused_true; mondo:is_cancer_false; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_mouth_disorder; mondo:anatomical_joint_disorder; mondo:medical_specialization_member; mondo:medical_specialization_general_practice___note__i_replaced_dermatology_with_oral_medicine_as_it_is_more_relevant_to_the_disease_in_question__general_practice_is_often_associated_with_periodontal_disorders__which_often_require_a_comprehensive_approach_; mondo:is_cancer_member; mondo:tag_existing_treatment_true; mondo:harrisons_view_member; mondo:txgnn_inflammatory_disease; mondo:mondo_top_grouping_musculoskeletal_system_disorder; mondo:tag_qualy_lost_other; mondo:harrisons_view_musculoskeletal_system_disorder; mondo:tag_qaly_lost_medium; mondo:is_glucose_dysfunction_false; mondo:anatomical_teeth_disorder	NCIT:C63743; MESH:D010510; MEDGEN:10658; SCTID:2556008; DOID:3388; ICD9:523.8; UMLS:C0031090
MONDO:0015137	periodic fever syndrome	Fevers of unknown etiology recurring over months or years.		mondo:txgnn_autoimmune_diseases; mondo:mondo_txgnn_other; mondo:is_glucose_dysfunction_member; mondo:gard_rare; mondo:is_glucose_dysfunction_false; mondo:disease_grouping; mondo:anatomical_immune_disorder; mondo:medical_specialization_pediatric; mondo:otar; mondo:harrisons_view_syndromic_disease; mondo:harrisons_view_connective_tissue_disorder; mondo:mondo_top_grouping_syndromic_disease; mondo:txgnn_member; mondo:anatomical_lymphatic_disorder; mondo:mondo_top_grouping_member; mondo:nord_rare; mondo:is_cancer_member; mondo:ordo_group_of_disorders; mondo:tag_qaly_lost_medium; mondo:is_pathogen_caused_false; mondo:mondo_top_grouping_connective_tissue_disorder; mondo:anatomical_member; mondo:tag_existing_treatment_member; mondo:harrisons_view_member; mondo:medical_specialization_hematology; mondo:is_cancer_false; mondo:anatomical_blood_bone_marrow_disorder; mondo:tag_qualy_lost_other; mondo:txgnn_inflammatory_disease; mondo:rare; mondo:tag_existing_treatment_true; mondo:medical_specialization_member; mondo:medical_specialization_rheumatology; mondo:is_pathogen_caused_member; mondo:tag_qaly_lost_member	UMLS:C3889979; NCIT:C118240; MEDGEN:855463; GARD:19812; MedDRA:10034533; Orphanet:101995
MONDO:0019404	perineurioma	A usually benign perineurioma not associated with a nerve, arising from the soft tissues.	perineurioma	mondo:tag_qualy_lost_other; mondo:tag_existing_treatment_false; mondo:harrisons_view_cancer_or_benign_tumor; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:harrisons_view_member; mondo:tag_existing_treatment_member; mondo:harrisons_view_nervous_system_disorder; mondo:txgnn_member; mondo:tag_qaly_lost_low; mondo:otar; mondo:is_pathogen_caused_false; mondo:is_glucose_dysfunction_member; mondo:anatomical_muscle_disorder; mondo:anatomical_spinal_disorder; mondo:medical_specialization_neurology; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:medical_specialization_orthopaedic; mondo:txgnn_autoimmune_diseases; mondo:anatomical_member; mondo:is_cancer_member; mondo:tag_qaly_lost_member; mondo:nord_rare; mondo:is_pathogen_caused_member; mondo:medical_specialization_member; mondo:gard_rare; mondo:ordo_group_of_disorders; mondo:txgnn_cancer; mondo:mondo_top_grouping_member; mondo:rare; mondo:mondo_top_grouping_nervous_system_disorder; mondo:txgnn_inflammatory_disease; mondo:medical_specialization_oncology; mondo:is_cancer_false; mondo:disease_grouping; mondo:is_glucose_dysfunction_false; mondo:mondo_txgnn_member	Orphanet:85102; DOID:4697; ICD9:215.9; GARD:12698; NCIT:C4973; UMLS:C0751691; ICDO:9571/0; MEDGEN:199712; icd11.foundation:456459236; SCTID:404036006
MONDO:0100086	perinatal disease	A condition affecting an unborn or newly born individual, where the perinatal period is defined in humans as commencing at 22 completed weeks (154 days) of gestation and ending seven completed days after birth. Other, broader definitions of perinatal period cover five months before birth to one month after birth.	perinatal disorder; perinatal condition	mondo:is_pathogen_caused_true; mondo:txgnn_metabolic_disorder; mondo:is_glucose_dysfunction_false; mondo:txgnn_perinatal_disease; mondo:anatomical_perinatal_disease; mondo:tag_existing_treatment_member; mondo:txgnn_autoimmune_diseases; mondo:medical_specialization_obstetrics_and_gynecology; mondo:anatomical_reproductive_system_disorder; mondo:txgnn_member; mondo:anatomical_member; mondo:harrisons_view; mondo:mondo_txgnn_other; mondo:is_cancer_member; mondo:tag_existing_treatment_false; mondo:tag_qualy_lost_other; mondo:medical_specialization_pediatric; mondo:tag_qaly_lost_member; mondo:medical_specialization_member; mondo:tag_qaly_lost_high; mondo:is_glucose_dysfunction_member; mondo:otar; mondo:mondo_top_grouping; mondo:is_cancer_false; mondo:is_pathogen_caused_member	UMLS:C0270075; ICD10CM:P00-P96; MEDGEN:75717; EFO:0010238
